Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,0.0,0.06401227414608002,0.06368043534168706,0.06401227414608002,0,0.0,0.0
1962-01-03 00:00:00-05:00,0.0,0.06334884931865624,0.06301701068878174,0.06301701068878174,345600,0.0,0.0
1962-01-04 00:00:00-05:00,0.0,0.0633488792580664,0.062353935092687614,0.06235393509268761,216000,0.0,0.0
1962-01-05 00:00:00-05:00,0.0,0.06185612091598959,0.061358649283647544,0.06135864928364754,129600,0.0,0.0
1962-01-08 00:00:00-05:00,0.0,0.060861204127098875,0.06036373227834701,0.060363732278347015,172800,0.0,0.0
1962-01-09 00:00:00-05:00,0.0,0.06102713569998741,0.06102713569998741,0.06102713569998741,43200,0.0,0.0
1962-01-10 00:00:00-05:00,0.0,0.062353935092687614,0.06152462422329288,0.06235393509268761,172800,0.0,0.0
1962-01-11 00:00:00-05:00,0.0,0.06235392871093347,0.06202208995819092,0.06202208995819092,172800,0.0,0.0
1962-01-12 00:00:00-05:00,0.0,0.06235387864544125,0.061358649283647544,0.06135864928364754,259200,0.0,0.0
1962-01-15 00:00:00-05:00,0.0,0.06185612091598959,0.061358649283647544,0.06135864928364754,129600,0.0,0.0
1962-01-16 00:00:00-05:00,0.0,0.0618561602486756,0.06102713569998741,0.06102713569998741,345600,0.0,0.0
1962-01-17 00:00:00-05:00,0.0,0.06169048776994865,0.06102709689445605,0.06135864928364754,259200,0.0,0.0
1962-01-18 00:00:00-05:00,0.0,0.06102716422391113,0.060861244797706604,0.060861244797706604,172800,0.0,0.0
1962-01-19 00:00:00-05:00,0.0,0.06152458861470222,0.061193036117258154,0.061524588614702225,129600,0.0,0.0
1962-01-22 00:00:00-05:00,0.0,0.06102716422391113,0.060861244797706604,0.060861244797706604,172800,0.0,0.0
1962-01-23 00:00:00-05:00,0.0,0.06102712344242752,0.06036373227834701,0.060363732278347015,259200,0.0,0.0
1962-01-24 00:00:00-05:00,0.0,0.06036371967856908,0.06003216721435113,0.060197800397872925,302400,0.0,0.0
